Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Koss   ,Moore PLC Pharm,Bremerhaven,Germany,53.55,8.5833,Hospital,Government,Insozyme,Antiseptics,144.0,655,94320.0,May,2018,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Quigley-Heathcote Pharmaceutical Ltd,Lohmar,Germany,50.8415,7.2166,Hospital,Government,Aclonuma,Antimalarial,15.0,474,7110.0,May,2018,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Bashirian Group Pharmacy,Georgsmarienhütte,Germany,52.2031,8.0447,Pharmacy,Institution,Interfedox Pilobamol,Antiseptics,20.0,41,820.0,May,2018,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Kreiger Inc Pharm,Salzgitter,Germany,52.1503,10.3593,Hospital,Government,Zithrotrol,Antiseptics,7.0,137,959.0,May,2018,Jessica Smith,Britanny Bold,Delta
Koss   ,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",Rheine,Germany,52.2833,7.4333,Pharmacy,Institution,Saprodeine Zanprosyn,Antibiotics,5.0,215,1075.0,May,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Blick, Pacocha and Schowalter Pharmacy",Würzburg,Germany,49.7944,9.9294,Hospital,Government,Alarudin Azarolac,Mood Stabilizers,40.0,567,22680.0,May,2018,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,"Johns, Mueller and Nitzsche Pharma Plc",Hemer,Germany,51.3833,7.7667,Pharmacy,Institution,Ionclotide,Analgesics,2.0,631,1262.0,May,2018,Mary Gerrard,Britanny Bold,Delta
Erdman  ,Parisian Ltd Pharma Plc,Paderborn,Germany,51.7167,8.7667,Hospital,Government,Pulmogen Alitora,Antiseptics,10.0,647,6470.0,May,2018,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Kirlin, Hamill and Dickinson Pharmaceutical Limited",Pirna,Germany,50.9622,13.9403,Hospital,Private,Neuropogen Empibax,Analgesics,30.0,605,18150.0,May,2018,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Runte-Marquardt Pharm,Wittenberg,Germany,51.8671,12.6484,Hospital,Private,Temasone Thiobucil,Antimalarial,400.0,482,192800.0,May,2018,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Walter Ltd Pharmaceutical Limited,Neubrandenburg,Germany,53.5569,13.2608,Pharmacy,Institution,Thionide,Analgesics,24.0,113,2712.0,May,2018,Alan Ray,James Goodwill,Alfa
Koss   ,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,49.4528,11.0778,Pharmacy,Retail,Imiformin Transmunex,Antibiotics,1.0,400,400.0,May,2018,Thompson Crawford,James Goodwill,Alfa
Koss   ,"Reynolds, Jast and Mante ",Achern,Germany,48.6314,8.0739,Pharmacy,Retail,Dantolac Pazocor,Analgesics,30.0,578,17340.0,May,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Upton PLC Pharmaceutical Limited,Mühlhausen,Germany,51.2167,10.45,Pharmacy,Retail,Acantaine,Antibiotics,30.0,66,1980.0,May,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Feest-Kshlerin Pharma Plc,Merzig,Germany,49.4471,6.6312,Hospital,Government,Primatate Univatol,Mood Stabilizers,30.0,172,5160.0,May,2018,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Ward Group Pharm,Mönchengladbach,Germany,51.2,6.4333,Hospital,Private,Flutacerol,Analgesics,10.0,745,7450.0,May,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Mante-Grady Pharmaceutical Ltd,Laatzen,Germany,52.3077,9.8133,Pharmacy,Institution,Clinolan Pitoletra,Mood Stabilizers,37.0,130,4810.0,May,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,"Block, Thiel and Kuphal Pharm",Taunusstein,Germany,50.1435,8.1606,Hospital,Government,Novakyn Tracprox,Antiseptics,10.0,288,2880.0,May,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Kutch-Marks Pharmaceutical Limited,Kreuztal,Germany,50.962,8.0064,Hospital,Private,Ketamara Evogel,Antipiretics,20.0,704,14080.0,May,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Breitenberg-Kuhn ,Duisburg,Germany,51.4322,6.7611,Pharmacy,Institution,Halciramine,Antimalarial,20.0,409,8180.0,May,2019,Abigail Thompson,Tracy Banks,Bravo
Koss   ,"Steuber, Skiles and Kilback Pharmacy",Datteln,Germany,51.6539,7.3417,Pharmacy,Institution,Ranediol,Antibiotics,50.0,401,20050.0,May,2019,Alan Ray,James Goodwill,Alfa
Koss   ,"Steuber, Skiles and Kilback Pharmaceutical Limited",Bonn,Germany,50.7339,7.0997,Pharmacy,Retail,Hepavice,Mood Stabilizers,135.0,140,18900.0,May,2019,Sheila Stones,Britanny Bold,Delta
Koss   ,Funk PLC Pharm,Delmenhorst,Germany,53.0506,8.6317,Pharmacy,Institution,Symdocet,Antipiretics,550.0,470,258500.0,May,2019,Mary Gerrard,Britanny Bold,Delta
Koss   ,"Hills, Stroman and Ernser ",Rheda-Wiedenbrück,Germany,51.8417,8.3,Pharmacy,Retail,Veratorol Ciclovatol,Mood Stabilizers,45.0,154,6930.0,May,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Walter Ltd Pharmaceutical Limited,Neubrandenburg,Germany,53.5569,13.2608,Pharmacy,Institution,Dexmeprazole Transnuvia,Mood Stabilizers,10.0,180,1800.0,May,2019,Morris Garcia,Tracy Banks,Bravo
Koss   ,McCullough LLC Pharmaceutical Ltd,Lage,Germany,51.9833,8.8,Pharmacy,Retail,Brimorix Amonine,Antibiotics,160.0,398,63680.0,May,2019,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Kuhic LLC Pharmaceutical Limited,Gronau,Germany,52.2125,7.0417,Pharmacy,Institution,Brimorix Amonine,Antibiotics,5.0,398,1990.0,May,2019,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Heller-Abernathy Pharmaceutical Limited,Siegburg,Germany,50.8014,7.2044,Hospital,Private,Tetalamide,Antibiotics,5.0,430,2150.0,May,2019,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Turner Ltd ,Porta Westfalica,Germany,52.2167,8.9333,Hospital,Private,Cordamectin Actolamin,Antipiretics,10.0,367,3670.0,May,2019,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Feest-Roob Pharmacy,Nordhausen,Germany,51.505,10.7911,Hospital,Government,Tetalamide,Antibiotics,2.0,430,860.0,May,2019,Thompson Crawford,James Goodwill,Alfa
Koss   ,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government,Alpradipine,Analgesics,2.0,445,890.0,May,2019,Anne Wu,Britanny Bold,Delta
Koss   ,"Herman, Rice and Rippin Pharm",Annaberg-Buchholz,Germany,50.58,13.0022,Pharmacy,Institution,Halciramine,Antimalarial,2.0,409,818.0,May,2019,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,McKenzie-Zemlak Pharma Plc,Unna,Germany,51.5347,7.6889,Pharmacy,Institution,Ibruferon,Antiseptics,50.0,82,4100.0,May,2019,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Doyle-Tillman Pharmaceutical Limited,Zirndorf,Germany,49.45,10.95,Pharmacy,Institution,Darlofen,Antipiretics,200.0,577,115400.0,May,2019,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Homenick-Larson Pharmaceutical Ltd,Bergkamen,Germany,51.6167,7.6333,Hospital,Government,Sodinel Olofribrate,Antimalarial,2.0,50,100.0,May,2019,Mary Gerrard,Britanny Bold,Delta
Koss   ,"Reynolds, Jast and Mante ",Achern,Germany,48.6314,8.0739,Pharmacy,Retail,Rositroban,Mood Stabilizers,20.0,481,9620.0,May,2019,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Hoeger Ltd ,Heidenheim,Germany,48.6761,10.1544,Pharmacy,Retail,Aggrakine,Antiseptics,2.0,47,94.0,May,2019,Anne Wu,Britanny Bold,Delta
Koss   ,Buckridge-Strosin Pharmaceutical Ltd,Erlangen,Germany,49.5964,11.0044,Hospital,Government,Ceretosine,Antiseptics,1.0,343,343.0,May,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Johnson, Friesen and Torphy Pharm",Ravensburg,Germany,47.7831,9.6114,Hospital,Private,Ciclonazol,Antiseptics,5.0,121,605.0,May,2019,Mary Gerrard,Britanny Bold,Delta
Koss   ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,49.3292,11.0208,Pharmacy,Retail,Interfestar,Antibiotics,30.0,62,1860.0,May,2019,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Koss-Beier Pharmacy,Roth,Germany,49.2461,11.0911,Hospital,Government,Lovavatol Azelavarix,Mood Stabilizers,5.0,106,530.0,May,2019,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Hill-Daniel Pharmaceutical Ltd,Neumünster,Germany,54.0714,9.99,Hospital,Government,Pentastrin,Antibiotics,60.0,497,29820.0,May,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Casper, Hyatt and Jakubowski Pharmacy",Minden,Germany,52.2883,8.9167,Hospital,Government,Brimorix Amonine,Antibiotics,288.0,398,114624.0,May,2019,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Mraz Group Pharma Plc,Hohen Neuendorf,Germany,52.6667,13.2831,Hospital,Private,Diaxolol,Antiseptics,120.0,765,91800.0,May,2019,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Reinger Group Pharma Plc,Weil am Rhein,Germany,47.5947,7.6108,Pharmacy,Institution,Proprabax,Analgesics,50.0,64,3200.0,May,2019,Erica Jones,James Goodwill,Alfa
Koss   ,Boyer and Sons ,Greifswald,Germany,54.0833,13.3833,Pharmacy,Institution,Aldevac,Analgesics,100.0,26,2600.0,May,2019,Alan Ray,James Goodwill,Alfa
Koss   ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,50.3833,8.0667,Pharmacy,Retail,Adriafinil Ehtymara,Antiseptics,20.0,535,10700.0,May,2019,Alan Ray,James Goodwill,Alfa
Koss   ,Marquardt-Ryan Pharma Plc,Sondershausen,Germany,51.3667,10.8667,Pharmacy,Institution,Diprolimus,Antiseptics,10.0,634,6340.0,May,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Skiles-McKenzie Pharmacy,Dreieich,Germany,50.0189,8.6961,Hospital,Government,Rositroban,Mood Stabilizers,150.0,481,72150.0,May,2019,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Osinski-Collins ,Rheinfelden (Baden),Germany,47.5611,7.7917,Hospital,Private,Ampinonide,Antimalarial,144.0,248,35712.0,May,2019,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution,Requimadin,Antimalarial,3.0,408,1224.0,May,2019,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,"Hansen, Fadel and Schroeder Pharmaceutical Ltd",Herrenberg,Germany,48.5967,8.8708,Pharmacy,Retail,Raparidol,Mood Stabilizers,2.0,187,374.0,May,2019,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private,Presetron,Mood Stabilizers,20.0,216,4320.0,May,2019,Thompson Crawford,James Goodwill,Alfa
Koss   ,Hartmann-Wolf Pharmaceutical Limited,Kitzingen,Germany,49.7333,10.1667,Hospital,Private,Xenaderal,Mood Stabilizers,5.0,311,1555.0,May,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Runolfsson, Swaniawski and Jaskolski Pharmaceutical Limited",Dessau-Roßlau,Germany,51.8333,12.2333,Pharmacy,Institution,Amphesirox,Antiseptics,1.0,25,25.0,May,2019,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Rutherford and Sons Pharmaceutical Ltd,Dresden,Germany,51.0493,13.7384,Hospital,Private,Rositroban,Mood Stabilizers,1.0,481,481.0,May,2019,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,"Nitzsche, Effertz and Maggio ",Bayreuth,Germany,49.9481,11.5783,Hospital,Private,Lansopril Acribax,Antipiretics,16.0,492,7872.0,May,2019,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Pfannerstill, Upton and Balistreri Pharmacy",Dillingen,Germany,48.5667,10.4667,Hospital,Government,Interfedox Pilobamol,Antiseptics,500.0,41,20500.0,May,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Feest PLC Pharmaceutical Ltd,Neustadt,Germany,48.8111,9.3656,Hospital,Private,Symbitrim,Analgesics,10.0,536,5360.0,May,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Ondricka Ltd Pharmaceutical Ltd,Bamberg,Germany,49.8917,10.8917,Pharmacy,Institution,Zithrotrol,Antiseptics,200.0,137,27400.0,May,2019,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Schulist LLC Pharmaceutical Limited,Neustadt am Rübenberge,Germany,52.5055,9.4636,Pharmacy,Institution,Adriacaine,Mood Stabilizers,35.0,361,12635.0,May,2019,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Collins-Schmidt Pharma Plc,Marburg,Germany,50.8167,8.7667,Pharmacy,Retail,Dexacilin Triline,Analgesics,30.0,129,3870.0,May,2019,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Turner Ltd Pharmacy,Dortmund,Germany,51.5139,7.4653,Pharmacy,Retail,Flutacerol,Analgesics,3.0,745,2235.0,May,2019,Thompson Crawford,James Goodwill,Alfa
Koss   ,Reilly Ltd Pharma Plc,Königsbrunn,Germany,48.2689,10.8908,Hospital,Private,Adtiza Gammaluble,Antibiotics,20.0,452,9040.0,May,2019,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Crona PLC Pharmacy,Eschweiler,Germany,50.8167,6.2833,Hospital,Government,Thionide,Analgesics,5.0,113,565.0,May,2019,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Feest-Kshlerin ,Velbert,Germany,51.34,7.0416,Hospital,Government,Zonitonin,Antiseptics,4.0,518,2072.0,May,2020,Erica Jones,James Goodwill,Alfa
Erdman  ,Zemlak-Witting ,Cuxhaven,Germany,53.8667,8.7,Pharmacy,Retail,Lioletine Refliruvax,Analgesics,40.0,435,17400.0,May,2020,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Skiles-McKenzie Pharmacy,Dreieich,Germany,50.0189,8.6961,Hospital,Government,Exexone,Mood Stabilizers,3.0,239,717.0,May,2020,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Rosenbaum-Tromp Pharm,Bühl,Germany,48.6953,8.135,Hospital,Government,Secrelazine Insonamic,Antipiretics,20.0,694,13880.0,May,2020,Steve Pepple,Tracy Banks,Bravo
Koss   ,Konopelski-Blick ,Bergisch Gladbach,Germany,50.9917,7.1367,Hospital,Government,Abatatriptan,Antibiotics,50.0,742,37100.0,May,2020,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Bosco-Marquardt Pharmaceutical Ltd,Höxter,Germany,51.7667,9.3667,Hospital,Private,Testant,Mood Stabilizers,20.0,488,9760.0,May,2020,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government,Sevoderm,Antipiretics,1.0,663,663.0,May,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,West Group Pharma Plc,Aschersleben,Germany,51.75,11.4667,Pharmacy,Retail,Cortirodine Alimcline,Antipiretics,7.0,128,896.0,May,2020,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Lockman-Welch Pharmaceutical Limited,Zweibrücken,Germany,49.2494,7.3608,Pharmacy,Retail,Topitaine,Mood Stabilizers,80.0,517,41360.0,May,2020,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,"Beer, Kohler and Beatty ",Oberursel,Germany,50.2028,8.5769,Hospital,Government,Effidomide Evofribrate,Antiseptics,32.0,612,19584.0,May,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Botsford and Sons Pharma Plc,Bad Hersfeld,Germany,50.8683,9.7067,Hospital,Government,Alarudin Azarolac,Mood Stabilizers,480.0,567,272160.0,May,2020,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Skiles-McKenzie Pharmaceutical Limited,Westerstede,Germany,53.25,7.9167,Hospital,Government,Claricriptine Adaferol,Antibiotics,2.0,33,66.0,May,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Balistreri Group Pharm,Böblingen,Germany,48.6833,9.0,Hospital,Government,Kiovax Tercorolac,Analgesics,5.0,722,3610.0,May,2020,Thompson Crawford,James Goodwill,Alfa
Koss   ,"Kuphal, Herzog and Purdy Pharmaceutical Limited",Erding,Germany,48.3001,11.9082,Pharmacy,Retail,Cordamectin Actolamin,Antipiretics,3.0,367,1101.0,May,2020,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Gerlach LLC Pharma Plc,Torgau,Germany,51.5603,13.0056,Hospital,Private,Oxymotroban Fexoformin,Analgesics,220.0,458,100760.0,May,2020,Steve Pepple,Tracy Banks,Bravo
Koss   ,Skiles-McKenzie Pharmaceutical Limited,Westerstede,Germany,53.25,7.9167,Hospital,Government,Lactubucil,Antipiretics,2.0,585,1170.0,May,2020,Steve Pepple,Tracy Banks,Bravo
Koss   ,Koss-Beier Pharmaceutical Limited,Rastatt,Germany,48.8572,8.2031,Pharmacy,Institution,Xenaminphen,Antimalarial,100.0,195,19500.0,May,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,"Sanford, Franecki and Greenholt Pharma Plc",Waltrop,Germany,51.6167,7.3833,Hospital,Government,Morphizolid Tianalin,Mood Stabilizers,15.0,742,11130.0,May,2020,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Koch-Osinski Pharmacy,Hamminkeln,Germany,51.7319,6.5908,Pharmacy,Retail,Acantaine,Antibiotics,10.0,66,660.0,May,2020,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,"Gleichner, Bahringer and Morar Pharmacy",Brilon,Germany,51.3956,8.5678,Hospital,Private,Penitrana,Analgesics,120.0,179,21480.0,May,2020,Jessica Smith,Britanny Bold,Delta
Erdman  ,Ritchie-Rodriguez Pharmacy,Herford,Germany,52.1146,8.6734,Pharmacy,Retail,Tetalamide,Antibiotics,20.0,430,8600.0,May,2020,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,McDermott Group Pharmacy,Leonberg,Germany,48.8014,9.0131,Hospital,Private,Sevotrana Tiafoxin,Analgesics,10.0,460,4600.0,May,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Goldner-Tillman Pharm,Dachau,Germany,48.2603,11.4342,Hospital,Government,Alglutriptan,Analgesics,1.0,301,301.0,May,2020,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Reinger Group Pharmaceutical Limited,Schwerin,Germany,53.6333,11.4167,Pharmacy,Institution,Claricriptine Adaferol,Antibiotics,24.0,33,792.0,May,2020,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Kihn Group Pharmaceutical Limited,Norderstedt,Germany,53.7064,10.0103,Hospital,Government,Sevoderm,Antipiretics,10.0,663,6630.0,May,2020,Anne Wu,Britanny Bold,Delta
Koss   ,Hayes-Kilback Pharma Plc,Arnsberg,Germany,51.3967,8.0644,Pharmacy,Institution,Abtasol,Antiseptics,32.0,754,24128.0,May,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Mills Inc Pharmacy,Bremen,Germany,53.1153,8.7975,Pharmacy,Retail,Amamadin,Antimalarial,5.0,713,3565.0,May,2020,Sheila Stones,Britanny Bold,Delta
Koss   ,Runolfsson-Powlowski Pharmacy,Crailsheim,Germany,49.1347,10.0706,Hospital,Government,Interfeferon Aspipex,Antiseptics,60.0,416,24960.0,May,2020,Sheila Stones,Britanny Bold,Delta
Koss   ,Kihn Group ,Kleve,Germany,51.79,6.14,Pharmacy,Institution,Aquamycin Lacoran,Analgesics,50.0,345,17250.0,May,2020,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,"Rodriguez, Stokes and Dickens ",Ostfildern,Germany,48.7228,9.2631,Hospital,Government,Biotasol Siloderm,Antiseptics,240.0,373,89520.0,May,2020,Jessica Smith,Britanny Bold,Delta
Erdman  ,Abernathy Group Pharmacy,Melle,Germany,52.2031,8.3361,Pharmacy,Retail,Microroban Afatigomar,Antimalarial,10.0,478,4780.0,May,2020,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Schmitt LLC Pharma Plc,Konstanz,Germany,47.6633,9.1753,Pharmacy,Institution,Eproline,Antibiotics,10.0,780,7800.0,June,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Herman, Rice and Rippin Pharmaceutical Limited",Schorndorf,Germany,48.8,9.5333,Pharmacy,Institution,Albuterenone,Antimalarial,50.0,82,4100.0,June,2017,Erica Jones,James Goodwill,Alfa
Daugherty-Rempel  ,Wolff Group ,Pfungstadt,Germany,49.8056,8.6044,Pharmacy,Retail,Angioparin Brimosumab,Mood Stabilizers,100.0,682,68200.0,June,2017,Alan Ray,James Goodwill,Alfa
Koss   ,Franecki Inc Pharmacy,Norden,Germany,53.5967,7.2056,Pharmacy,Institution,Aggretisol,Antimalarial,10.0,262,2620.0,June,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Leffler-Russel Pharmaceutical Ltd,Lingen,Germany,52.5233,7.3172,Pharmacy,Retail,Palodizem,Mood Stabilizers,5.0,201,1005.0,June,2017,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,52.2833,11.4167,Pharmacy,Retail,Acelimus,Analgesics,220.0,746,164120.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie
Gleason   ,"Casper, Hyatt and Jakubowski Pharmaceutical Ltd",Neuburg,Germany,48.7333,11.1833,Pharmacy,Institution,Neuropogen Empibax,Analgesics,720.0,605,435600.0,June,2017,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Hydroxyprosyn,Antibiotics,20.0,220,4400.0,June,2017,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Moore PLC Pharm,Bremerhaven,Germany,53.55,8.5833,Hospital,Government,Effigine Propraprex,Antimalarial,1.0,377,377.0,June,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,McDermott Inc Pharmacy,Frankenthal,Germany,49.5333,8.35,Hospital,Private,Afluferon Entrarenone,Antimalarial,1.0,104,104.0,June,2017,Morris Garcia,Tracy Banks,Bravo
Erdman  ,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",Rheine,Germany,52.2833,7.4333,Pharmacy,Institution,Dantolac Pazocor,Analgesics,30.0,578,17340.0,June,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,Marquardt-Ryan Pharm,Königswinter,Germany,50.6833,7.1833,Hospital,Government,Adrecetam Barazoxane,Antimalarial,20.0,24,480.0,June,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,"Kub, Von and Herzog Pharmaceutical Limited",Freudenstadt,Germany,48.4633,8.4111,Hospital,Private,Ampinonide,Antimalarial,23.0,248,5704.0,June,2017,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Erdman PLC Pharma Plc,Freital,Germany,51.0167,13.65,Hospital,Private,Finanel,Antimalarial,10.0,206,2060.0,June,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Leffler-Russel Pharmaceutical Limited,Hennigsdorf,Germany,52.6378,13.2036,Pharmacy,Institution,Thionide,Analgesics,10.0,113,1130.0,June,2017,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,"Koch, Borer and Hagenes Pharm",Waiblingen,Germany,48.8303,9.3169,Hospital,Private,Cephovelam,Mood Stabilizers,20.0,542,10840.0,June,2017,Jessica Smith,Britanny Bold,Delta
Welch-Langworth ,Turner Ltd ,Porta Westfalica,Germany,52.2167,8.9333,Hospital,Private,Halciramine,Antimalarial,50.0,409,20450.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Terry-Kub Pharmaceutical Ltd,Wegberg,Germany,51.1333,6.2667,Pharmacy,Retail,Morphizolid Tianalin,Mood Stabilizers,1265.0,742,938630.0,June,2017,Morris Garcia,Tracy Banks,Bravo
Koss   ,Lemke Ltd Pharmaceutical Limited,Jülich,Germany,50.9222,6.3583,Hospital,Private,Primapion,Antibiotics,550.0,492,270600.0,June,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Kilback, Beer and Batz ",Ratingen,Germany,51.3,6.85,Pharmacy,Institution,Paronium Atracustone,Analgesics,2.0,414,828.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie
Schaefer LLC ,"Koelpin, Luettgen and Abernathy Pharmaceutical Ltd",Mörfelden-Walldorf,Germany,49.9896,8.5661,Hospital,Private,Diprolimus,Antiseptics,5.0,634,3170.0,June,2017,Steve Pepple,Tracy Banks,Bravo
Koss   ,"Wiegand, Jast and Yost Pharmaceutical Ltd",Ludwigshafen,Germany,49.4811,8.4353,Pharmacy,Institution,Dexmeprazole Transnuvia,Mood Stabilizers,150.0,180,27000.0,June,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private,Primapion,Antibiotics,12.0,492,5904.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Sipes and Sons Pharmaceutical Limited,Krefeld,Germany,51.3333,6.5667,Pharmacy,Institution,Magnemunex,Antiseptics,100.0,689,68900.0,June,2017,Stella Given,Alisha Cordwell,Charlie
Erdman  ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Dexacilin Triline,Analgesics,194.0,129,25026.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Breitenberg-Kuhn ,Duisburg,Germany,51.4322,6.7611,Pharmacy,Institution,Acantaine,Antibiotics,3.0,66,198.0,June,2017,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,"Leuschke, Waters and Schowalter Pharmacy",Salzkotten,Germany,51.6708,8.6047,Hospital,Government,Zarostral,Antipiretics,19.0,141,2679.0,June,2017,Abigail Thompson,Tracy Banks,Bravo
